"Adler-2004-Attracting antagonis.txt",2,52,1.84
"Adler-2004-Neutral models fail.txt",4,256,106.7
"Adler-2005-Ecological costs and.txt",1,75,2.99
"Adler-2005-Ecological costs and.txt",1,73,8.79
"Adler-2005-Ecological costs and.txt",1,26,3.83
"Adler-2005-Ecological costs and.txt",1,37,0.75
"Adler-2005-Ecological costs and.txt",1,71,4.57
"Aerts-1994-Nitrogen Use Efficie.txt",5,24,67.65
"Aerts-1994-Nitrogen Use Efficie.txt",5,24,8.79
"Aeschlimann-2000-Threat-sensitive fee.txt",1,33,244.30
"Aeschlimann-2000-Threat-sensitive fee.txt",1,33,0.29
"Aeschlimann-2000-Threat-sensitive fee.txt",1,33,0.05
"Agrawal-2000-How leaf domatia and.txt",4,231,0.829
"Agrawal-2000-How leaf domatia and.txt",4,231,0.470
"Agrawal-2000-What omnivores eat_.txt",1,136,16.776
"Agrawal-2000-What omnivores eat_.txt",1,88,1.569
"Agrawal-2002-Herbivory and matern.txt",3,22,0.046
"Agrawal-2002-Herbivory and matern.txt",3,22,1.523
"Agrawal-2002-Herbivory and matern.txt",3,22,0.010
"Agrawal-2002-Herbivory and matern.txt",1,17,80.37
"Agrawal-2002-Herbivory and matern.txt",1,385,5.30
"Agrawal-2002-Herbivory and matern.txt",9,177,1.85
"Agrawal-2004-Resistance and susce.txt",1,125,5.61
"Agrawal-2004-Resistance and susce.txt",2,100,4.84
"Agrawal-2004-Resistance and susce.txt",5,17,17.013
"Agrawal-2004-Resistance and susce.txt",22,501,2.056
"Agrawal-2004-Resistance and susce.txt",1,520,22.172
"Agrawal-2004-Resistance and susce.txt",22,499,2.266
"Agrawal-2004-Resistance and susce.txt",1,21,3.068
"Agrawal-2005-Enemy release_ An ex.txt",14,374,8.162
"Agrawal-2005-Enemy release_ An ex.txt",14,374,11.171
"Agrawal-2005-Enemy release_ An ex.txt",1,133,2.720
"Agrawal-2005-Enemy release_ An ex.txt",4,133,3.440
"Agrawal-2005-Enemy release_ An ex.txt",13,115,16.527
"Agrawal-2005-Enemy release_ An ex.txt",3,115,20.187
"Agrawal-2006-Plant defense syndro.txt",14,30,9.688
"Agrawal-2006-Plant defense syndro.txt",2,20,2.460
"Agrawal-2006-Plant defense syndro.txt",2,21,2.080
"Agrawal-2006-Plant defense syndro.txt",2,20,4.906
"Agrawal-2006-Plant defense syndro.txt",1,22,7.566
"Agrawal-2008-Natural selection on.txt",5,286,8.617
"Agrawal-2008-Natural selection on.txt",5,43,4.279
"Agrawal-2008-Natural selection on.txt",15,39,2.527
"Agrawal-2008-Natural selection on.txt",3,18,1.994
"Agrawal-2008-Natural selection on.txt",3,18,3.328
"Agrawal-2008-Natural selection on.txt",3,18,2.200
"Agrawal-2008-Natural selection on.txt",3,18,8.571
"Agren-1989-Seed Size and Number.txt",3,115,1.0
"Agren-2008-Spatio-temporal vari.txt",2,77,7.2
"Agren-2008-Spatio-temporal vari.txt",2,77,9.7
"Aho-1999-Reproductive success.txt",1,18,4.67
"Ahola-2007-Climate change can a.txt",2,337,43.96
"Ahola-2007-Climate change can a.txt",1,337,4.04
"Ahola-2007-Climate change can a.txt",2,795,530.86
"Ahola-2007-Climate change can a.txt",1,795,2.81
"Airoldi-2000-Effects of disturban.txt",3,20,9.25
"Airoldi-2000-Effects of disturban.txt",3,20,5.54
"Airoldi-2000-Effects of disturban.txt",3,12,0.29
"Airoldi-2000-Effects of disturban.txt",3,12,1.4
"Airoldi-2000-Effects of disturban.txt",3,12,3.85
"Airoldi-2000-Responses of algae w.txt",7,48,1.4
"Airoldi-2000-Responses of algae w.txt",2,48,6.69
"Aizen-1998-Flowering-shoot defo.txt",1,310,0.36
"Aizen-1998-Flowering-shoot defo.txt",1,56,12.10
"Aizen-1998-Flowering-shoot defo.txt",1,290,4.61
"Aizen-1998-Flowering-shoot defo.txt",1,50,0.67
"Aizen-2001-Flower sex ratio, po.txt",1,297,44.01
"Aizen-2001-Flower sex ratio, po.txt",1,349,65.68
"Aizen-2001-Flower sex ratio, po.txt",1,297,34.37
"Aizen-2001-Flower sex ratio, po.txt",1,349,32.60
"Aizen-2001-Flower sex ratio, po.txt",6,125,16.89
"Aizen-2001-Flower sex ratio, po.txt",9,156,6.04
"Aizen-2001-Flower sex ratio, po.txt",9,189,26.81
"Aizen-2001-Flower sex ratio, po.txt",1,105,11.85
"Aizen-2001-Flower sex ratio, po.txt",1,90,6.32
"Aizen-2001-Flower sex ratio, po.txt",1,40,15.79
"Aizen-2001-Flower sex ratio, po.txt",1,350,2.69
"Aizen-2003-Influences of animal.txt",1,16,0.16
"Aizen-2003-Influences of animal.txt",1,13,0.05
"Aizen-2003-Influences of animal.txt",9,122,5.16
"Aizen-2003-Influences of animal.txt",9,113,5.61
"Aizen-2003-Influences of animal.txt",9,149,19.07
"Akesson-2000-Wind selectivity of.txt",1,32,4.34
"Akesson-2000-Wind selectivity of.txt",1,32,3.25
"Akre-1979-Switching and Sigmoi.txt",1,64,5.25
"Akre-1979-Switching and Sigmoi.txt",1,64,4.10
"Akre-1979-Switching and Sigmoi.txt",1,3,53.14
"Akre-1979-Switching and Sigmoi.txt",1,3,7.06
"Akre-1979-Switching and Sigmoi.txt",1,3,0.62
"Alanara-2001-Intraspecific resour.txt",3,50,11.85
"Alanara-2001-Intraspecific resour.txt",3,50,4.10
"Albarracin-2006-Bottom-up and top-do.txt",6,44,8.801
"Albarracin-2006-Bottom-up and top-do.txt",6,44,8.530
"Albarracin-2006-Bottom-up and top-do.txt",6,44,39.564
"Albarracin-2006-Bottom-up and top-do.txt",6,44,14.301
"Albarracin-2006-Bottom-up and top-do.txt",1,44,6.671
"Albarracin-2006-Bottom-up and top-do.txt",1,44,19.05
"Albon-1983-Fertility and Body-W.txt",2,7,59.02
"Albon-1983-Fertility and Body-W.txt",2,17,980.52
"Albon-1983-Fertility and Body-W.txt",2,17,365.24
"Albon-1983-Fertility and Body-W.txt",2,5,11.52
"Albon-1983-Fertility and Body-W.txt",1,5,17.642
"Albon-1987-Early Development an.txt",1,10,7.623
"Albon-1987-Early Development an.txt",1,7,24.93
"Albon-1987-Early Development an.txt",2,13,23.024
"Albon-1987-Early Development an.txt",1,10,6.909
"Albon-1987-Early Development an.txt",15,429,6.342
"Albon-1987-Early Development an.txt",1,7,6.92
"Albrecht-2009-Seedling establishme.txt",2,561,16.98
"Albrecht-2009-Seedling establishme.txt",2,561,5.30
"Albrecht-2009-Seedling establishme.txt",2,561,2.72
"Albrecht-2009-Seedling establishme.txt",2,561,0.36
"Albrecht-2009-Seedling establishme.txt",1,4,8.41
"Albrecht-2009-Seedling establishme.txt",1,4,4.76
"Albrecht-2009-Seedling establishme.txt",2,8,5.81
"Albrecht-2009-Seedling establishme.txt",2,8,9.62
"Albrecht-2009-Seedling establishme.txt",1,4,0.05
"Albrecht-2009-Seedling establishme.txt",1,4,0.18
"Albrecht-2009-Seedling establishme.txt",1,4,8.28
"Albrecht-2009-Seedling establishme.txt",2,8,6.72
"Albrecht-2009-Seedling establishme.txt",2,8,10.53
"Albrecht-2009-Seedling establishme.txt",2,8,0.91
"Albrecht-2009-Seedling establishme.txt",2,8,3.49
"Albrecht-2009-Seedling establishme.txt",2,8,0.83
"Albrecht-2009-Seedling establishme.txt",2,8,1.06
"Alcala-2005-Differential selecti.txt",3,213,20.71
"Alcala-2005-Differential selecti.txt",9,171,13.83
"Alcala-2005-Differential selecti.txt",8,195,33.79
"Alexander-1990-Epidemiology of Anth.txt",20,61,1.05
"Alexander-1993-Genotypic Variation.txt",1,10,15.15
"Alexander-1993-Genotypic Variation.txt",1,10,5.4
"Alexander-1995-Spread of Anther-Smu.txt",1,385,34.5
"Alexander-1995-Spread of Anther-Smu.txt",1,385,55.6
"Alexander-2000-Seedling disease in.txt",2,26,20.19
"Alexander-2000-Seedling disease in.txt",2,26,30.0
"Alexander-2000-Seedling disease in.txt",4,26,0.68
"Alexander-2000-Seedling disease in.txt",2,27,160.19
"Alexander-2000-Seedling disease in.txt",2,27,34.97
"Alexander-2000-Seedling disease in.txt",4,27,1.14
"Alexander-2000-Seedling disease in.txt",2,24,1.43
"Alexander-2000-Seedling disease in.txt",4,24,0.28
"Alexander-2000-Seedling disease in.txt",2,24,1.37
"Alexander-2000-Seedling disease in.txt",4,24,2.66
"Alexander-2000-Seedling disease in.txt",2,26,1.61
"Alexander-2000-Seedling disease in.txt",4,26,0.05
"Alexander-2000-Seedling disease in.txt",1,26,17.98
"Alexander-2000-Seedling disease in.txt",2,21,1.13
"Alexander-2000-Seedling disease in.txt",4,21,0.91
"Alexander-2000-Seedling disease in.txt",1,21,3.99
"Alexander-2000-Seedling disease in.txt",2,46,3.43
"Alexander-2000-Seedling disease in.txt",2,46,3.9
"Alexander-2000-Seedling disease in.txt",1,30,5.86
"Alexander-2000-Seedling disease in.txt",2,30,7.54
"Alexander-2000-Seedling disease in.txt",2,30,0.01
"Alexander-2000-Seedling disease in.txt",1,30,9.13
"Alexander-2000-Seedling disease in.txt",2,30,2.70
"Alexander-2000-Seedling disease in.txt",1,43,11.41
"Alexander-2000-Seedling disease in.txt",2,43,4.45
"Alexander-2000-Seedling disease in.txt",4,43,2.96
"Alexander-2007-Is there reduction i.txt",1,27,4.4
"Alexander-2007-Is there reduction i.txt",1,28,6.8
"Alexander-2007-Is there reduction i.txt",1,28,6.2
"Alexander-2007-Is there reduction i.txt",1,29,6.73
"Alexander-2007-Is there reduction i.txt",1,24,15.52
"Alexander-2007-Is there reduction i.txt",2,24,1.51
"Alexander-2007-Is there reduction i.txt",2,24,10.07
"Alexander-2007-Is there reduction i.txt",1,24,9.40
"Alexander-2009-Establishment of par.txt",1,8,4.35
"Alexander-2009-Establishment of par.txt",1,8,10.38
"Alexander-2009-Establishment of par.txt",2,81,15.2
"Alexander-2009-Establishment of par.txt",2,80,1.38
"Alexander-2009-Establishment of par.txt",1,81,13.69
"Alexander-2009-Establishment of par.txt",1,82,1.08
"Alexander-2009-Establishment of par.txt",2,80,1.83
"Alexander-2009-Establishment of par.txt",2,81,0.92
"Alexander-2009-Establishment of par.txt",1,6,9.94
"Alexander-2009-Establishment of par.txt",1,8,43.04
"Alexander-2009-Establishment of par.txt",1,60,0.11
"Alexander-2009-Establishment of par.txt",1,67,16.68
"Alexander-2009-Establishment of par.txt",1,129,4.36
"Alexander-2009-Establishment of par.txt",1,54,12.27
"Alexander-2009-Establishment of par.txt",1,49,0.001
"Alexander-2009-Geographic variation.txt",1,2,32.62
"Alexander-2009-Geographic variation.txt",2,3,178.5
"Alexander-2009-Geographic variation.txt",2,3,546.31
"Alexander-2009-Geographic variation.txt",2,3,233.9
"Alexander-2009-Geographic variation.txt",2,3,582.7
"Alford-1985-Priority Effects in.txt",1,4,4.98
"Alford-1989-Variation in Predato.txt",9,34,1.46
"Alford-1989-Variation in Predato.txt",4,16,2.11
"Aljetlawi-2000-Effect of food and s.txt",1,18,51.85
"Alkins-Koo-2000-Reproductive timing.txt",10,108,8.071
"Alkins-Koo-2000-Reproductive timing.txt",11,84,1.931
"Alkins-Koo-2000-Reproductive timing.txt",11,63,4.795
"Alkins-Koo-2000-Reproductive timing.txt",11,50,0.661
"Alkins-Koo-2000-Reproductive timing.txt",24,147,4.030
"Alkins-Koo-2000-Reproductive timing.txt",26,231,4.722
"Alkins-Koo-2000-Reproductive timing.txt",11,93,1.635
"Alkins-Koo-2000-Reproductive timing.txt",10,117,5.859
"Alkins-Koo-2000-Reproductive timing.txt",22,552,6.778
"Allaine-2000-Male-biased sex rati.txt",5,72,6.03
"Allander-2000-Immune defence react.txt",1,118,36.343
"Allander-2000-Immune defence react.txt",1,118,128.52
"Allander-2000-Immune defence react.txt",1,118,1.18
"Allander-2000-Immune defence react.txt",1,117,0.25
"Allander-2000-Immune defence react.txt",1,99,110.16
"Allander-2000-Immune defence react.txt",7,98,16.23
"Allander-2000-Immune defence react.txt",7,99,2.92
"Allander-2000-Immune defence react.txt",1,98,0.24
"Allen-2000-Downed wood in Micro.txt",2,7,11.67
"Allen-2000-Downed wood in Micro.txt",2,5,3.04
"Allen-2000-Downed wood in Micro.txt",2,5,2.30
"Althoff-2005-Community context of.txt",1,18,1.16
"Althoff-2005-Community context of.txt",3,283,21.19
"Althoff-2005-Community context of.txt",1,288,25.70
"Althoff-2005-Community context of.txt",1,27,16.80
"Althoff-2005-Community context of.txt",1,27,232.28
"Althoff-2005-Community context of.txt",1,27,63.12
"Altieri-2008-Dead Zones Enhance K.txt",6,166,2.4
"Altieri-2008-Dead Zones Enhance K.txt",3,166,3.0
"Altieri-2008-Dead Zones Enhance K.txt",3,166,29.4
"Altizer-2007-Do threatened hosts.txt",1,115,0.05
"Altizer-2007-Do threatened hosts.txt",1,71,0.25
"Altizer-2007-Do threatened hosts.txt",1,114,4.68
"Altizer-2007-Do threatened hosts.txt",1,114,3.18
"Altizer-2007-Do threatened hosts.txt",1,26,4.64
"Altizer-2007-Do threatened hosts.txt",1,26,2.40
"Altizer-2007-Do threatened hosts.txt",1,26,0.52
"Altizer-2007-Do threatened hosts.txt",1,115,0.167
"Altizer-2007-Do threatened hosts.txt",1,71,0.15
"Altizer-2007-Do threatened hosts.txt",1,114,4.51
"Altizer-2007-Do threatened hosts.txt",1,114,6.79
"Altizer-2007-Do threatened hosts.txt",1,11,0.86
"Altizer-2007-Do threatened hosts.txt",1,10,0.25
"Altizer-2007-Do threatened hosts.txt",1,7,6.86
"Altizer-2007-Do threatened hosts.txt",1,12,2.74
"Altizer-2007-Do threatened hosts.txt",1,9,2.00
"Altizer-2007-Do threatened hosts.txt",1,7,2.13
"Altizer-2007-Do threatened hosts.txt",1,15,1.95
"Altizer-2007-Do threatened hosts.txt",1,9,1.48
"Altizer-2007-Do threatened hosts.txt",1,13,0.25
"Altizer-2007-Do threatened hosts.txt",1,44,2.03
"Altizer-2007-Do threatened hosts.txt",1,34,0.04
"Altizer-2007-Do threatened hosts.txt",1,20,0.06
"Altizer-2007-Do threatened hosts.txt",1,18,1.10
"Altizer-2007-Do threatened hosts.txt",1,14,0.37
"Altizer-2007-Do threatened hosts.txt",1,26,5.50
"Altizer-2007-Do threatened hosts.txt",1,26,3.89
"Altizer-2007-Do threatened hosts.txt",1,26,1.97
"Alto-2005-Larval competition d.txt",2,26,191.84
"Alto-2005-Larval competition d.txt",2,19,51.94
"Altwegg-2002-Predator-induced lif.txt",1,30,0.64
"Altwegg-2002-Predator-induced lif.txt",1,30,1.2
"Altwegg-2002-Predator-induced lif.txt",1,30,0.3
"Altwegg-2002-Predator-induced lif.txt",1,30,3.38
"Altwegg-2002-Predator-induced lif.txt",2,30,16.63
"Altwegg-2002-Predator-induced lif.txt",2,30,5.94
"Altwegg-2002-Predator-induced lif.txt",2,30,0.25
"Altwegg-2002-Predator-induced lif.txt",1,32,46.27
"Altwegg-2002-Predator-induced lif.txt",1,30,24.69
"Altwegg-2002-Predator-induced lif.txt",1,32,0.18
"Altwegg-2002-Predator-induced lif.txt",1,32,4.43
"Altwegg-2002-Predator-induced lif.txt",2,5,1.8
"Altwegg-2002-Predator-induced lif.txt",2,5,23.0
"Alunno-Bruscia-2000-Body size-density re.txt",6,30,1.75
"Alunno-Bruscia-2000-Body size-density re.txt",7,40,0.50
"Alvarez-2000-The role of hedgerow.txt",3,33,4.0
"Alvarez-2000-The role of hedgerow.txt",3,33,20.6
"Alvarez-2000-The role of hedgerow.txt",5,36,3.2
"Alvarez-2000-The role of hedgerow.txt",5,36,5.1
"Alvarez-2000-The role of hedgerow.txt",5,36,4.2
"Alvarez-2000-The role of hedgerow.txt",3,33,4.6
"Alvarez-2000-The role of hedgerow.txt",3,33,3.2
"Alvarez-2000-The role of hedgerow.txt",3,33,4.9
"Alvarez-2000-The role of hedgerow.txt",3,33,4.9
"Alvarez-2000-The role of hedgerow.txt",3,33,25.4
"Alvarez-2000-The role of hedgerow.txt",5,36,5.3
"Alvarez-2000-The role of hedgerow.txt",5,33,7.9
"Alvarez-2000-The role of hedgerow.txt",5,36,13.2
"Alvarez-2000-The role of hedgerow.txt",1,36,26.0
"Alvarez-2000-The role of hedgerow.txt",1,33,7.8
"Alvarez-2000-The role of hedgerow.txt",3,33,4.6
"Alvarez-2000-The role of hedgerow.txt",3,33,3.2
"Alvarez-2000-The role of hedgerow.txt",3,33,4.9
"Alvarez-2000-The role of hedgerow.txt",3,33,4.9
"Alvarez-2000-The role of hedgerow.txt",3,33,25.4
"Alvarez-2000-The role of hedgerow.txt",5,33,7.9
"Alvarez-2000-The role of hedgerow.txt",1,36,7.7
"Alvarez-2000-The role of hedgerow.txt",1,36,15.8
"Alvarez-2000-The role of hedgerow.txt",1,36,6.6
"Alvarez-2000-The role of hedgerow.txt",1,33,7.8
"Alvarez-2000-The role of hedgerow.txt",3,33,8.4
"Alvarez-2000-The role of hedgerow.txt",3,33,4.9
"Alvarez-2000-The role of hedgerow.txt",3,33,11.7
"Alvarez-2000-The role of hedgerow.txt",3,33,12.7
"Alvarez-2000-The role of hedgerow.txt",5,33,4.5
"Alvarez-2000-The role of hedgerow.txt",5,36,2.8
"Alvarez-2000-The role of hedgerow.txt",5,33,2.6
"Alvarez-2000-The role of hedgerow.txt",5,36,5.1
"Alvarez-2000-The role of hedgerow.txt",5,36,3.9
"Alvarez-2000-The role of hedgerow.txt",1,33,10.4
"Alvarez-2000-The role of hedgerow.txt",3,33,9.5
"Alvarez-2000-The role of hedgerow.txt",3,33,8.3
"Alvarez-2000-The role of hedgerow.txt",5,36,10.7
"Alvarez-2000-The role of hedgerow.txt",3,33,10.7
"Alvarez-2000-The role of hedgerow.txt",3,33,15.5
"Alvarez-2000-The role of hedgerow.txt",3,33,4.0
"Alvarez-2000-The role of hedgerow.txt",5,33,8.9
"Alvarez-2000-The role of hedgerow.txt",5,36,13.9
"Alvarez-2000-The role of hedgerow.txt",1,33,2.9
"Alvarez-2000-The role of hedgerow.txt",1,36,5.5
"Alvarez-2000-The role of hedgerow.txt",1,36,6.2
"Alvarez-2000-The role of hedgerow.txt",3,33,10.7
"Alvarez-2000-The role of hedgerow.txt",3,33,15.5
"Alvarez-2000-The role of hedgerow.txt",3,33,4.0
"Alvarez-2000-The role of hedgerow.txt",5,33,8.9
"Alvarez-2000-The role of hedgerow.txt",1,36,11.8
"Alvarez-2000-The role of hedgerow.txt",1,33,2.9
"Alvarez-2000-The role of hedgerow.txt",1,36,10.4
"Alvarez-2000-The role of hedgerow.txt",1,36,5.3
"Alvarez-2000-The role of hedgerow.txt",3,33,8.6
"Alvarez-2000-The role of hedgerow.txt",3,33,4.3
"Alvarez-2000-The role of hedgerow.txt",3,33,5.7
"Alvarez-2000-The role of hedgerow.txt",5,36,5.7
"Alvarez-2000-The role of hedgerow.txt",5,36,12.0
"Alvarez-2000-The role of hedgerow.txt",5,36,5.6
"Alvarez-2000-The role of hedgerow.txt",5,33,2.7
"Alvarez-2000-The role of hedgerow.txt",1,36,4.7
"Alvarez-2000-The role of hedgerow.txt",1,33,7.1
"Amezcua-2000-Empirical evidence f.txt",2,15,29.6
"Anders-2006-Distribution-wide ef.txt",1,14,5.28
"Anders-2006-Distribution-wide ef.txt",1,14,2.52
"Anders-2006-Distribution-wide ef.txt",1,14,0.47
"Anderson-2000-Food selection and f.txt",3,181,3.99
"Anderson-2000-Food selection and f.txt",3,181,3.38
"Anderson-2000-Food selection and f.txt",1,181,25.52
"Anderson-2000-Food selection and f.txt",1,181,16.97
"Anderson-2000-Food selection and f.txt",3,167,1.80
"Anderson-2000-Food selection and f.txt",6,167,4.03
"Anderson-2000-Food selection and f.txt",2,167,15.09
"Anderson-2000-Food selection and f.txt",1,167,17.70
"Anderson-2000-Food selection and f.txt",2,75,4.01
"Anderson-2000-Food selection and f.txt",1,20,10.06
"Anderson-2000-Food selection and f.txt",1,37,5.05
"Anderson-2000-Food selection and f.txt",2,35,1.58
"Anderson-2000-Food selection and f.txt",1,15,8.63
"Anderson-2000-Food selection and f.txt",2,40,4.53
"Anderson-2000-Food selection and f.txt",2,3,9.53
"Anderson-2000-Food selection and f.txt",2,35,2.54
"Anderson-2000-Food selection and f.txt",1,19,16.76
"Anderson-2000-Food selection and f.txt",1,35,16.27
"Anderson-2000-Food selection and f.txt",1,23,1.61
"Anderson-2001-Predator responses.txt",1,22,11.3
"Anderson-2001-Predator responses.txt",1,30,23.4
"Anderson-2001-Predator responses.txt",1,30,2.65
"Anderson-2001-Predator responses.txt",1,30,0.006
"Anderson-2001-Predator responses.txt",3,112,3.44
"Anderson-2001-Predator responses.txt",1,22,8.49
"Anderson-2001-Predator responses.txt",1,30,3.95
"Anderson-2001-Predator responses.txt",1,30,32.7
"Anderson-2001-Predator responses.txt",1,30,26.4
"Anderson-2001-Predator responses.txt",3,104,115.4
"Anderson-2001-Predator responses.txt",1,14,12.458
"Anderson-2001-Predator responses.txt",1,14,7.29
"Anderson-2001-Predator responses.txt",1,14,9.93
"Anderson-2001-Predator responses.txt",1,14,13.0
"Anderson-2001-Predator responses.txt",3,12,0.09
"Anderson-2006-Nutrient acquisition.txt",1,24,3.51
"Anderson-2006-Nutrient acquisition.txt",1,24,1.47
"Anderson-2006-Nutrient acquisition.txt",1,24,6.71
"Anderson-2006-Nutrient acquisition.txt",1,24,2.78
"Anderson-2006-Nutrient acquisition.txt",1,24,6.46
"Anderson-2006-Nutrient acquisition.txt",3,23,6.05
"Anderson-2006-Nutrient acquisition.txt",3,23,11.96
"Anderson-2006-Nutrient acquisition.txt",3,23,39.23
"Anderson-2006-Nutrient acquisition.txt",3,23,21.96
"Anderson-2006-Nutrient acquisition.txt",1,24,4.45
"Anderson-2006-Nutrient acquisition.txt",1,24,20.74
"Anderson-2006-Nutrient acquisition.txt",1,24,5.4
"Anderson-2006-Nutrient acquisition.txt",1,24,4.2
"Anderson-2006-Nutrient acquisition.txt",1,23,76.6
"Anderson-2006-Nutrient acquisition.txt",1,23,20.3
"Anderson-2006-Nutrient acquisition.txt",1,58,12.9
"Anderson-2006-Nutrient acquisition.txt",1,58,2.81
"Anderson-2006-Nutrient acquisition.txt",1,54,26.07
"Anderson-2006-Nutrient acquisition.txt",1,54,14.0
"Anderson-2006-Nutrient acquisition.txt",2,54,2.73
"Anderson-2006-Nutrient acquisition.txt",2,54,0.58
"Anderson-2006-Nutrient acquisition.txt",1,54,0.75
"Anderson-2006-Nutrient acquisition.txt",1,54,2.56
"Anderson-2006-Nutrient acquisition.txt",1,43,118.1
"Anderson-2006-Nutrient acquisition.txt",1,57,0.08
"Anderson-2006-Nutrient acquisition.txt",1,57,22.0
"Anderson-2006-Nutrient acquisition.txt",1,57,0.11
"Andow-1990-Population-Dynamics.txt",1,5,33.12
"Andreassen-1998-Space-use responses.txt",2,8,8.48
"Andreassen-1998-Space-use responses.txt",1,10,14.6
"Andres-2000-Molecular evidence f.txt",1,58,11.99
"Andres-2000-Molecular evidence f.txt",1,58,3.47
"Andres-2000-Molecular evidence f.txt",1,58,5.85
"Andres-2000-Molecular evidence f.txt",1,77,27.19
"Andres-2000-Molecular evidence f.txt",1,77,0.18
"Andres-2000-Molecular evidence f.txt",1,62,9.07
"Andres-2000-Molecular evidence f.txt",1,62,0.46
"Andres-2000-Molecular evidence f.txt",1,58,2.61
"Andres-2000-Molecular evidence f.txt",1,58,7.07
"Andres-2000-Molecular evidence f.txt",30,57,2.0
"Andres-2000-Molecular evidence f.txt",34,68,1.23
