"art101777.txt",1,156,7.93,0.067
"art101778.txt",4,40,15.78,0.001
"art101862.txt",1,387,1.41,0.23
"art101992.txt",2,24,1.127,0.356
"Baker-2000-Variation of pollen.txt",4,920,1.54,0.1882
"Baker-2000-Variation of pollen.txt",1,245,12.157,0.0006
"Baldwin-2000-Jasmonate-induced re.txt",1,18,6.972,0.017
"Baldwin-2000-Jasmonate-induced re.txt",2,18,0.158,0.855
"Baldwin-2000-Jasmonate-induced re.txt",1,23,12.664,0.002
"Baldwin-2000-Jasmonate-induced re.txt",1,36,0.774,0.385
"Baldwin-2000-Jasmonate-induced re.txt",1,16,4.96,0.015
"Baldwin-2000-Jasmonate-induced re.txt",1,118,11.79,0.001
"Baldwin-2000-Jasmonate-induced re.txt",1,118,11.79,0.001
"Baldwin-2000-Jasmonate-induced re.txt",1,124,10.53,0.002
"Baldwin-2000-Jasmonate-induced re.txt",1,124,4.17,0.043
"Bangert-2000-The Gunnison's prair.txt",2,267,40.42,0.0000
"Bangert-2000-The Gunnison's prair.txt",2,267,48.7,0.0000
"Barbraud-2000-Effect of sea-ice ex.txt",12,62,1.139,0.347
"Barbraud-2000-Effect of sea-ice ex.txt",1,62,7.061,0.01
"Barbraud-2000-Effect of sea-ice ex.txt",1,62,10.896,0.002
"Barbraud-2000-Effect of sea-ice ex.txt",1,62,9.843,0.003
"Barbraud-2000-Effect of sea-ice ex.txt",1,62,10.221,0.002
"Barbraud-2000-Effect of sea-ice ex.txt",1,62,2.124,0.15
"Beaulieu-1996-The growth response.txt",3,15,6.61,0.005
"Bechara-1993-The Impact of Brook.txt",6,1,1118.6,0.05
"Beck-2000-Artificial selection.txt",3,69,10.15,0.0001
"Bercovitch-2000-Maternal investment.txt",2,8,1.646,0.25
"Bercovitch-2000-Maternal investment.txt",2,8,4.823,0.04
"Bercovitch-2000-Maternal investment.txt",2,11,9.203,0.004
"Bercovitch-2000-Maternal investment.txt",2,11,37.271,0.001
"Bercovitch-2000-Maternal investment.txt",2,5,2.341,0.19
"Berntsson-2000-Analysis of behaviou.txt",3,112,51.0,0.05
"Berntsson-2000-Analysis of behaviou.txt",3,112,54.3,0.05
"Berntsson-2000-Analysis of behaviou.txt",6,21,541.0,0.05
"Berntsson-2000-Analysis of behaviou.txt",1,24,554.0,0.05
"Berntsson-2000-Analysis of behaviou.txt",6,98,54.0,0.05
"Berntsson-2000-Analysis of behaviou.txt",1,98,54.3,0.05
"Blinn-1990-The Importance of Pr.txt",2,126,1.8,0.05
"Blinn-1990-The Importance of Pr.txt",2,252,3.14,0.05
"Blomberg-2000-Size-based predation.txt",1,247,10.89,0.001
"Blomberg-2000-Size-based predation.txt",1,247,7.42,0.007
"Blomberg-2000-Size-based predation.txt",1,318,0.12,0.74
"Blomberg-2000-Size-based predation.txt",3,240,2.41,0.07
"Blondel-2000-High divorce rates i.txt",2,572,0.769,0.468
"Blondel-2000-High divorce rates i.txt",2,574,5.232,0.006
"Blondel-2000-High divorce rates i.txt",2,574,0.523,0.599
"Blondel-2000-High divorce rates i.txt",7,571,2.103,0.041
"Blondel-2000-High divorce rates i.txt",2,577,0.587,0.562
"Blondel-2000-High divorce rates i.txt",2,575,1.956,0.562
"Blondel-2000-High divorce rates i.txt",2,573,1.779,0.167
"Blondel-2000-High divorce rates i.txt",2,572,3.836,0.022
"Blondel-2000-High divorce rates i.txt",3,273,0.855,0.455
"Blondel-2000-High divorce rates i.txt",5,272,4.772,0.0004
"Blondel-2000-High divorce rates i.txt",3,274,0.363,0.783
"Blondel-2000-High divorce rates i.txt",3,273,1.536,0.204
"Blondel-2000-High divorce rates i.txt",5,272,2.187,0.055
"Blondel-2000-High divorce rates i.txt",3,263,1.379,0.248
"Blondel-2000-High divorce rates i.txt",3,264,1.242,0.294
"Blondel-2000-High divorce rates i.txt",3,263,1.011,0.389
"Blondel-2000-High divorce rates i.txt",1,273,6.270,0.013
"Blondel-2000-High divorce rates i.txt",1,272,1.468,0.231
"Blondel-2000-High divorce rates i.txt",1,273,0.015,0.902
"Blondel-2000-High divorce rates i.txt",1,272,0.642,0.424
"Blondel-2000-High divorce rates i.txt",1,273,5.049,0.025
"Blondel-2000-High divorce rates i.txt",1,272,2.512,0.114
"Blondel-2000-High divorce rates i.txt",1,263,15.25,0.0001
"Blondel-2000-High divorce rates i.txt",1,262,0.810,0.369
"Blondel-2000-High divorce rates i.txt",1,263,1.268,0.261
"Blondel-2000-High divorce rates i.txt",1,262,1.379,0.241
"Blondel-2000-High divorce rates i.txt",1,265,8.131,0.004
"Blondel-2000-High divorce rates i.txt",1,265,0.562,0.454
"Bosch-2000-Short-term effects o.txt",4,346,0.89,0.473
"Bosch-2000-Signal variation and.txt",1,9,1.195,0.303
"Bosch-2000-Signal variation and.txt",2,18,1.462,0.258
"Bosch-2000-Signal variation and.txt",2,18,0.1935,0.826
"Bosch-2000-Signal variation and.txt",1,14,0.1921,0.668
"Bosch-2000-Signal variation and.txt",1,44,6.057,0.018
"Both-2000-Breeding territory s.txt",1,9,1.09,0.32
"Both-2000-Breeding territory s.txt",1,527,5.16,0.024
"Boutin-1993-Does Food Availabili.txt",3,450,12.99,0.001
"Boutin-1993-Does Food Availabili.txt",1,450,3.54,0.06
"Bradbury-2000-Habitat associations.txt",1,465,3.970,0.047
"Braithwaite-2000-Limitations to colou.txt",6,9,1.12,0.42
"Braithwaite-2000-Limitations to colou.txt",1,12,6.71,0.02
"Braithwaite-2000-Limitations to colou.txt",1,12,1.49,0.24
"Braithwaite-2000-Limitations to colou.txt",1,12,2.56,0.13
"Braithwaite-2000-Limitations to colou.txt",1,17,1.04,0.32
"Britton-2000-A comparison of rege.txt",1,17,8.07,0.0113
"Britton-2000-A comparison of rege.txt",2,36,5.42,0.0088
"Brody-2000-A positive associati.txt",2,56,0.48,0.620
"Brody-2000-A positive associati.txt",4,16,24.20,0.0005
"Brody-2000-A positive associati.txt",4,16,7.93,0.001
"Brody-2000-A positive associati.txt",3,12,8.08,0.025
"Brody-2000-A positive associati.txt",2,48,5.99,0.005
"Brody-2000-A positive associati.txt",2,48,0.476,0.05
"Brody-2000-A positive associati.txt",1,78,3.92,0.05
"Broekhuizen-1993-Site Characteristics.txt",2,19,9.58,0.0006
"Brown-2000-Condition-dependent.txt",1,125,7.04,0.009
"Brown-2000-Condition-dependent.txt",1,125,3.12,0.080
"Brown-2000-How resources and en.txt",2,83,24.564,0.001
"Brown-2000-How resources and en.txt",1,83,1.078,0.302
"Brown-2000-How resources and en.txt",2,83,2.816,0.066
"Brown-2000-How resources and en.txt",1,140,34.983,0.001
"Brown-2000-How resources and en.txt",2,140,16.641,0.001
"Bruno-2000-Patch-size dependent.txt",1,1,8.13,0.05
"Bruno-2000-Patch-size dependent.txt",1,53,0.18,0.05
"Bruno-2000-Patch-size dependent.txt",1,2,204.59,0.01
"Bruno-2000-Patch-size dependent.txt",2,58,1.76,0.05
"Bultman-2000-The cost of mutualis.txt",2,4,277.7,0.01
"Bultman-2000-The cost of mutualis.txt",1,6,57.6,0.001
"Buza-2000-Genetic erosion, inb.txt",1,108,12.3,0.001
"Buza-2000-Genetic erosion, inb.txt",1,103,6.22,0.01
"Buza-2000-Genetic erosion, inb.txt",1,103,10.6,0.005
"Cameron-2000-Aging and improving.txt",2,74,1.37,0.31
"Cameron-2000-Aging and improving.txt",12,124,2.41,0.01
"Cameron-2000-Aging and improving.txt",12,114,0.85,0.60
"Cameron-2000-Aging and improving.txt",12,64,0.68,0.76
"Cameron-2000-Aging and improving.txt",12,58,0.83,0.62
"Cameron-2000-Aging and improving.txt",2,55,0.85,0.43
"Cameron-2000-Aging and improving.txt",2,52,0.20,0.82
"Cameron-2000-Aging and improving.txt",2,51,1.2,0.31
"Cameron-2000-Aging and improving.txt",2,30,1.58,0.22
"Cameron-2000-Aging and improving.txt",2,55,4.36,0.05
"Cameron-2000-Aging and improving.txt",2,54,2.60,0.1
"Cameron-2000-Aging and improving.txt",2,27,0.69,0.52
"Cameron-2000-Aging and improving.txt",2,19,1.36,0.28
"Cameron-2000-Aging and improving.txt",2,76,0.77,0.47
"Cameron-2000-Aging and improving.txt",2,38,0.85,0.44
"Carlsson-1991-Positive Plant Inter.txt",3,546,1.55,0.20
"Cartron-2000-Constraints on patte.txt",1,76,1.6,0.213
"Cherel-2000-Using stable-isotope.txt",9,30,1.69,0.1350
"Cherel-2000-Using stable-isotope.txt",9,30,3.77,0.0029
"Cherel-2000-Using stable-isotope.txt",8,30,15.72,0.0001
"Cichon-2000-Costs of incubation.txt",1,18,0.18,0.67
"Cichon-2000-Costs of incubation.txt",1,18,1.92,0.18
"Cichon-2000-Costs of incubation.txt",1,17,0.001,0.98
"Cichon-2000-Costs of incubation.txt",1,28,2.47,0.12
"Cichon-2000-Costs of incubation.txt",1,28,5.75,0.024
"Cipollini-2000-Environmental and de.txt",3,123,2.68,0.049
"Cipollini-2000-Environmental and de.txt",3,123,72.23,0.0001
"Cipollini-2000-Environmental and de.txt",1,13,3.87,0.05
"Cipollini-2000-Environmental and de.txt",1,30,19.57,0.0001
"Cipollini-2000-Environmental and de.txt",1,30,0.53,0.474
"Cipollini-2000-Environmental and de.txt",1,30,9.52,0.0043
"Cipollini-2000-Environmental and de.txt",1,30,2.06,0.162
"Cipollini-2000-Environmental and de.txt",1,68,0.83,0.4795
"Cipollini-2000-Environmental and de.txt",1,33,9.22,0.0047
"Civantos-2000-Determinants of surv.txt",1,71,0.21,0.64
"Civantos-2000-Determinants of surv.txt",1,72,7.58,0.01
"Clark-2000-Foraging behavior of.txt",1,8,5.55,0.05
"Combreau-2000-Home range and movem.txt",6,113,18.05,0.001
"Cordero-2000-Sexual dimorphism in.txt",4,274,1.39,0.24
"Cordero-2000-Sexual dimorphism in.txt",4,274,5.39,0.001
"Cordero-2000-Sexual dimorphism in.txt",2,137,5.22,0.007
"Cordero-2000-Sexual dimorphism in.txt",2,143,1.45,0.23
"Cordero-2000-Sexual dimorphism in.txt",1,148,0.32,0.57
"Cresswell-2003-How great tits maint.txt",1,34,2.6,0.11
"Cronin-2000-The pattern and rang.txt",1,61,0.03,0.866
"Cronin-2000-The pattern and rang.txt",5,1011,1.35,0.241
"Cypher-2000-Population dynamics.txt",4,39,13.87,0.001
"Dalton-2000-Effects of female ki.txt",7,42,0.929,0.491
"Dalton-2000-Effects of female ki.txt",1,6,0.880,0.384
"Dalton-2000-Effects of female ki.txt",1,6,0.020,0.898
"Dalton-2000-Effects of female ki.txt",1,6,0.020,0.888
"Dalton-2000-Effects of female ki.txt",6,36,0.990,0.445
"Dalton-2000-Effects of female ki.txt",1,6,0.021,0.889
"Dalton-2000-Effects of female ki.txt",1,5,6.59,0.050
"Dalton-2000-Effects of female ki.txt",1,6,0.039,0.849
"Dalton-2000-Effects of female ki.txt",1,6,11.1,0.016
"Dalton-2000-Effects of female ki.txt",1,6,0.973,0.362
"d'Arc-2000-Habitat use by vicun.txt",2,6,30.24,0.0007
"d'Arc-2000-Habitat use by vicun.txt",4,24,8.91,0.0001
"d'Arc-2000-Habitat use by vicun.txt",2,5,9.41,0.02
"d'Arc-2000-Habitat use by vicun.txt",4,20,0.47,0.47
"d'Arc-2000-Habitat use by vicun.txt",8,20,1.78,0.14
"d'Arc-2000-Habitat use by vicun.txt",2,5,9.41,0.02
"Davenport-2007-Positive indirect ef.txt",2,9,5.55,0.03
"Davenport-2007-Positive indirect ef.txt",2,9,3.13,0.09
"Davies-1992-The Value of Male Pa.txt",1,147,24.94,0.001
"Davies-1992-The Value of Male Pa.txt",1,46,10.21,0.01
"Davis-1998-Individualistic spec.txt",1,54,9.79,0.003
"Dearing-2000-Diet breadth of mamm.txt",1,15,0.073,0.79
"Dearing-2000-Diet breadth of mamm.txt",1,15,0.023,0.88
"Dearing-2000-Diet breadth of mamm.txt",1,11,0.0113,0.92
"Dearing-2000-Diet breadth of mamm.txt",1,9,0.24,0.63
"Dearing-2000-Diet breadth of mamm.txt",1,14,0.60,0.45
"Debat-2000-Independence between.txt",207,264,1.17,0.11
"Debat-2000-Independence between.txt",207,287,1.23,0.056
"De Fraipont-2000-Increased pre-natal.txt",1,28,0.2,0.68
"De Fraipont-2000-Increased pre-natal.txt",1,28,1.0,0.56
"De Fraipont-2000-Increased pre-natal.txt",1,28,0.84,0.36
"Doughty-1998-Reproductive energy.txt",1,8,0.001,0.97
"Downes-2000-Habitat structure, r.txt",1,12,25.03,0.001
"Downes-2000-Habitat structure, r.txt",1,28,2.46,0.12
"Downes-2000-Habitat structure, r.txt",1,36,6.11,0.018
"Downes-2000-Habitat structure, r.txt",1,12,18.9,0.001
"Downes-2000-Habitat structure, r.txt",1,36,6.35,0.016
"Downes-2000-Habitat structure, r.txt",1,20,3.89,0.063
"Downes-2000-Habitat structure, r.txt",1,59,1.51,0.22
"Downes-2000-Habitat structure, r.txt",1,59,7.00,0.01
"Downie-2000-Modelling population.txt",4,53,18.5,0.001
"Duchesne-2000-Responses of woodlan.txt",2,8,1.10,0.4
"Duchesne-2000-Responses of woodlan.txt",4,183,3.24,0.01
"Duchesne-2000-Responses of woodlan.txt",4,183,0.78,0.5
"Duchesne-2000-Responses of woodlan.txt",2,183,3.47,0.03
"Duchesne-2000-Responses of woodlan.txt",2,183,3.82,0.02
"Duchesne-2000-Responses of woodlan.txt",8,183,0.56,0.8
"Duchesne-2000-Responses of woodlan.txt",8,183,1.02,0.04
"Duchesne-2000-Responses of woodlan.txt",2,183,0.97,0.4
"Duchesne-2000-Responses of woodlan.txt",4,183,4.81,0.001
"Duchesne-2000-Responses of woodlan.txt",2,183,5.13,0.007
"Duchesne-2000-Responses of woodlan.txt",4,183,1.72,0.2
"Duchesne-2000-Responses of woodlan.txt",8,183,0.79,0.6
"Duchesne-2000-Responses of woodlan.txt",8,183,1.28,0.3
"Durtsche-2000-Ontogenetic plastici.txt",3,38,0.042,0.989
"Durtsche-2000-Ontogenetic plastici.txt",3,89,0.5995,0.617
"Durtsche-2000-Ontogenetic plastici.txt",1,47,50.4,0.0001
"Durtsche-2000-Ontogenetic plastici.txt",1,47,47.8,0.0001
"Durtsche-2000-Ontogenetic plastici.txt",15,100,1.08,0.39
"Durtsche-2000-Ontogenetic plastici.txt",15,100,1.06,0.41
"Durtsche-2000-Ontogenetic plastici.txt",4,234,325.126,0.0001
"Eklov-2000-Chemical cues from m.txt",2,24,8.82,0.0027
"Eklov-2000-Chemical cues from m.txt",2,9,7.0,0.016
"Eklov-2000-Chemical cues from m.txt",3,12,2.013,0.166
"Eklov-2000-Chemical cues from m.txt",1,12,8.66,0.012
"Eklov-2000-Chemical cues from m.txt",1,12,0.166,0.69
"Eklov-2000-Chemical cues from m.txt",1,14,8.10,0.013
"Eklov-2000-Chemical cues from m.txt",1,6,70.77,0.0002
"Eklov-2000-Multiple predator ef.txt",1,30,10.49,0.003
"Eldridge-2009-Animal disturbances.txt",1,16,10.32,0.005
"Eldridge-2009-Animal disturbances.txt",1,16,19.3,0.001
"Eldridge-2009-Animal disturbances.txt",5,12,19.9,0.001
"Eldridge-2009-Animal disturbances.txt",5,12,5.88,0.006
"Eldridge-2009-Animal disturbances.txt",5,12,25.3,0.001
"Eldridge-2009-Animal disturbances.txt",5,12,16.4,0.001
"Eldridge-2009-Animal disturbances.txt",5,12,16.6,0.001
"Eldridge-2009-Animal disturbances.txt",1,38,32.7,0.001
"Eldridge-2009-Animal disturbances.txt",1,18,26.9,0.001
"Eldridge-2009-Animal disturbances.txt",1,18,73.8,0.001
"Evans-2000-The effects of testo.txt",3,49,42.76,0.001
"Evans-2000-The effects of testo.txt",3,47,5.93,0.005
"Evans-2000-The effects of testo.txt",3,51,3.08,0.05
"Evans-2000-The effects of testo.txt",1,53,0.60,0.44
"Evans-2000-The effects of testo.txt",3,38,4.93,0.01
"Fajardo-2000-Rehabilitated and wi.txt",1,87,37.681,0.01
"Fajardo-2000-Rehabilitated and wi.txt",1,80,29.75,0.01
"Fajardo-2000-Rehabilitated and wi.txt",1,46,20.37,0.01
"Fajardo-2000-Rehabilitated and wi.txt",1,39,8.059,0.01
"Fajardo-2000-Rehabilitated and wi.txt",1,39,10.06,0.01
"Feder-2000-Molecular thermal te.txt",5,57,1.25,0.3
"Fenster-2000-Population different.txt",1,1452,46.22,0.001
"Fischer-2000-Response of the copp.txt",1,113,22.0,0.0001
"Fischer-2000-Response of the copp.txt",2,113,3.24,0.043
"Fisher-2000-Effects of vegetatio.txt",1,79,0.01,0.91
"Fisher-2000-Effects of vegetatio.txt",1,10,19.3,0.0017
"Fisher-2000-Effects of vegetatio.txt",1,34,2.3,0.10
"Fisher-2000-Female home range si.txt",5,18,9.5,0.005
"Flanagin-2000-Effects of growth ra.txt",7,25,7.77,0.0001
"Flanagin-2000-Effects of growth ra.txt",7,25,17.69,0.0001
"Flanagin-2000-Effects of growth ra.txt",1,32,24.23,0.0001
"Flanagin-2000-Effects of growth ra.txt",5,28,23.39,0.0001
"Flanagin-2000-Effects of growth ra.txt",5,28,23.40,0.0001
"Flanagin-2000-Effects of growth ra.txt",7,25,7.95,0.0001
"Flanagin-2000-Effects of growth ra.txt",5,15,1.71,0.1930
"Flanagin-2000-Effects of growth ra.txt",7,25,25.14,0.0001
"Flanagin-2000-Effects of growth ra.txt",1,25,60.80,0.0001
"Flanagin-2000-Effects of growth ra.txt",1,25,6.52,0.0171
"Flanagin-2000-Effects of growth ra.txt",7,25,1.86,0.1197
"Flanagin-2000-Effects of growth ra.txt",7,25,0.35,0.8248
"Fordyce-2000-A model without a mi.txt",1,28,0.200,0.6585
"Fordyce-2000-A model without a mi.txt",1,55,7.120,0.010
"Fox-2000-The effects of tail.txt",1,28,2.04,0.17
"Fox-2000-The effects of tail.txt",1,29,2.28,0.14
"Fox-2000-The effects of tail.txt",1,28,5.00,0.03
"Fox-2000-The effects of tail.txt",1,42,0.18,0.67
"Fox-2000-The effects of tail.txt",1,43,11.39,0.002
"Frank-2000-Ungulate stimulation.txt",1,11,3.79,0.078
"Frank-2000-Ungulate stimulation.txt",1,5,3.84,0.10
"Fritz-2000-Preference and perfo.txt",1,4,22.38,0.009
"Fritz-2000-Preference and perfo.txt",19,1234,22.2,0.0001
"Fritz-2000-Preference and perfo.txt",1,18,15.7,0.001
"Fritz-2000-Preference and perfo.txt",1,18,0.30,0.62
"Fritz-2000-Preference and perfo.txt",2,10,7.3,0.011
"Fritz-2000-Preference and perfo.txt",2,10,7.3,0.011
"Geber-1992-Genetic-Differences.txt",4,96,1.74,0.08
"Geber-1992-Genetic-Differences.txt",3,44,1.93,0.13
"Gerhardt-2000-Call matching in the.txt",3,54,39.04,0.0001
"Gerhardt-2000-Call matching in the.txt",1,18,68.67,0.0001
"Gerhardt-2000-Call matching in the.txt",3,51,71.54,0.0001
"Gerhardt-2000-Call matching in the.txt",3,51,36.02,0.0001
"Gil-2000-Multiple song repert.txt",6,67,2.23,0.05
"Gil-2000-Multiple song repert.txt",1,22,7.215,0.005
"Gil-2000-Multiple song repert.txt",1,22,0.04,0.80
"Goessmann-2000-The formation and ma.txt",4,15,2.409,0.2
"Gomez-2000-Effectiveness of ant.txt",3,99,3.12,0.03
"Gomez-2000-Effectiveness of ant.txt",3,75,1.26,0.29
"Gomez-2000-Effectiveness of ant.txt",3,99,6.56,0.0005
"Gonzalez-1999-Immunocompetence and.txt",1,45,0.08,0.785
"Gonzalez-1999-Immunocompetence and.txt",1,45,0.52,0.476
"Gonzalez-1999-Immunocompetence and.txt",1,24,0.010,0.913
"Gonzalez-1999-Immunocompetence and.txt",8,24,0.85,0.573
"Gosler-2000-Inheritance and vari.txt",7,205,2.41,0.021
"Gotthard-2000-Increased risk of pr.txt",1,28,1.79,0.19
"Gough-2000-Vascular plant speci.txt",4,62,7.3,0.001
"Goverde-2000-Arbuscular mycorrhiz.txt",3,52,9.21,0.001
"Goverde-2000-Arbuscular mycorrhiz.txt",2,41,3.90,0.032
"Goverde-2000-Arbuscular mycorrhiz.txt",1,42,3.77,0.063
"Goverde-2000-Arbuscular mycorrhiz.txt",2,41,4.93,0.015
"Goverde-2000-Arbuscular mycorrhiz.txt",2,43,0.36,0.70
"Goverde-2000-Arbuscular mycorrhiz.txt",4,41,1.21,0.33
"Goverde-2000-Arbuscular mycorrhiz.txt",1,44,7.90,0.009
"Goverde-2000-Arbuscular mycorrhiz.txt",1,44,10.08,0.004
"Goverde-2000-Arbuscular mycorrhiz.txt",4,41,4.12,0.009
"Goverde-2000-Arbuscular mycorrhiz.txt",8,37,3.03,0.013
"Goverde-2000-Arbuscular mycorrhiz.txt",8,37,2.12,0.066
"Goverde-2000-Arbuscular mycorrhiz.txt",1,41,15.80,0.001
"Gregory-1990-Genetics, Sex and Ex.txt",21,200,2.2,0.003
"Gregory-1990-Genetics, Sex and Ex.txt",5,34,4.04,0.007
"Gregory-1990-Genetics, Sex and Ex.txt",5,35,1.26,0.31
"Guillon-2003-Environmental sex de.txt",2,8,6.16,0.0240
"Halitschke-2000-Ecophysiological com.txt",1,45,111.01,0.0001
"Halitschke-2000-Ecophysiological com.txt",1,18,8.4,0.009
"Halitschke-2000-Ecophysiological com.txt",1,18,8.1,0.011
"Halitschke-2000-Ecophysiological com.txt",3,12,8.9,0.002
"Halitschke-2000-Ecophysiological com.txt",3,28,6.5,0.002
"Halitschke-2000-Ecophysiological com.txt",6,21,7.6,0.0002
"Hall-2000-Biodiversity-product.txt",3,16,3.46,0.05
"Hall-2000-Duetting and mate-gu.txt",1,12,12.3,0.01
"Hall-2000-Duetting and mate-gu.txt",1,12,20.8,0.001
"Hall-2000-Duetting and mate-gu.txt",1,12,9.34,0.01
"Hall-2000-Duetting and mate-gu.txt",1,10,30.0,0.001
"Hall-2000-Duetting and mate-gu.txt",1,10,0.24,0.63
"Hansen-2000-The best in all poss.txt",6,76,1.53,0.18
"Hansson-2000-The quality and the.txt",1,47,3.2,0.07
"Hansson-2000-The quality and the.txt",1,44,2.0,0.16
"Harvey-2000-Differences in larva.txt",1,66,0.95,0.33
"Harvey-2000-Differences in larva.txt",1,66,13.65,0.005
"Harvey-2000-Differences in larva.txt",1,66,2.72,0.11
"Harvey-2000-Differences in larva.txt",1,66,2.67,0.11
"Harvey-2000-Differences in larva.txt",1,64,1.03,0.31
"Harvey-2000-Differences in larva.txt",1,64,0.71,0.41
"Harvey-2000-Differences in larva.txt",1,38,0.08,0.25
"Haugen-2000-Growth and survival.txt",10,140,1.81,0.064
"Haugen-2000-Growth and survival.txt",8,58,1.14,0.256
"Healy-2008-Partitioning the eff.txt",2,11,8.26,0.01
"Hector-2000-Consequences of the.txt",4,26,1.41,0.05
"Hiers-2000-The effects of fire.txt",2,6,19.36,0.01
"Hiers-2000-The effects of fire.txt",2,6,33.54,0.01
"Hiers-2000-The effects of fire.txt",2,6,12.72,0.05
"Hiers-2000-The effects of fire.txt",2,6,17.26,0.01
"Hiers-2000-The effects of fire.txt",1,4,11.04,0.05
"Hiers-2000-The effects of fire.txt",2,2,0.29,0.641
"Hiers-2000-The effects of fire.txt",2,2,220.42,0.01
"Hik-1990-Increases in the Net.txt",5,18,5.33,0.005
"Hik-1990-Increases in the Net.txt",5,36,7.09,0.001
"Hillstrom-2000-Is asynchronous hatc.txt",2,86,8.42,0.0001
"Hillstrom-2000-Is asynchronous hatc.txt",3,74,12.2,0.0001
"Hillstrom-2000-Is asynchronous hatc.txt",3,52,0.29,0.83
"Hillstrom-2000-Is asynchronous hatc.txt",3,37,1.7,0.18
"Hjelm-2000-Growth, morphologica.txt",1,575,24.36,0.001
"Hjelm-2000-Growth, morphologica.txt",1,435,13.92,0.001
"Hjelm-2000-Growth, morphologica.txt",1,435,19.20,0.001
"Hjelm-2000-Growth, morphologica.txt",1,431,13.92,0.001
"Hobday-2000-Age of drifting Macr.txt",30,189,52.703,0.001
"Hobday-2000-Age of drifting Macr.txt",31,123,54.462,0.001
"Hobday-2000-Age of drifting Macr.txt",6,52,52.755,0.02
"Hobday-2000-Age of drifting Macr.txt",3,29,58.127,0.001
"Hobday-2000-Age of drifting Macr.txt",3,32,523.73,0.001
"Hochwender-2000-The potential for an.txt",3,41,214.8,0.0001
"Hochwender-2000-The potential for an.txt",1,57,3.41,0.02
"Hochwender-2000-The potential for an.txt",1,13,0.04,0.84
"Hochwender-2000-The potential for an.txt",14,36,1.3,0.23
"Hochwender-2000-The potential for an.txt",14,37,4.0,0.002
"Hochwender-2000-The potential for an.txt",14,31,1.8,0.10
"Hochwender-2000-The potential for an.txt",14,41,9.4,0.0001
"Hochwender-2000-The potential for an.txt",1,13,5.2,0.04
"Hochwender-2000-The potential for an.txt",1,13,1.3,0.27
"Hochwender-2000-The potential for an.txt",1,13,0.8,0.39
